
Initial statistics: 75 variables; iteration 0; function evaluation 0; phase 1
Function value nan; maximum gradient component mag -7.7963e+06
 55 -0.10658 -2.99314e+00 | 56  0.00472 -1.03835e+01 | 57 -0.03667 -6.37812e+00
 58 -0.08538 -4.78870e+00 | 59 -0.11167 -2.78995e+00 | 60 -0.00599 -5.39793e+00
 61 -0.13196 -8.26904e-01 | 62 -0.16021 -2.18724e-01 | 63 -0.06197 -2.64076e+00
 64 -0.12311  4.93723e-01 | 65 -0.12591 -5.50330e-01 | 66 -0.11407 -9.50906e-01
 67  0.04767 -3.35517e+00 | 68 -0.18954 -1.09620e-01 | 69 -0.27231  2.93523e-02
 70 -0.23134  1.03439e-01 | 71 -0.14130  6.12801e-02 | 72 -0.07052  5.26887e-04
 73 -0.06662  3.07314e-02 | 74 -0.06066  1.76887e-03 | 75 -0.05981 -9.87543e-03
 76 -0.06290 -1.43360e-02 | 77 -0.54995  2.21370e+01 | 78 -0.09408  1.47858e+01
 79 -0.48210 -2.17856e+00 | 80 -0.25877  1.46323e+00 | 81 -0.05896  9.73538e+00
 82 -0.68237 -5.76509e-03 | 83  0.99189  2.77160e-01 | 84  0.72170  6.72246e-03
 85  1.81883  1.82503e+01 | 86 -0.90839 -4.59089e-03 | 87 -0.38689 -1.53665e-03
 88 -10.77381 -8.47028e-03 |
88 variables; iteration 320; function evaluation 385; phase 3
Function value 4.8177586e+02; maximum gradient component mag -6.6447e+01
Var    Value     Gradient |Var    Value     Gradient |Var    Value     Gradient
  1  0.05656 -6.64471e+01 |  2  0.00634 -4.76900e-02 |  3  0.00733 -8.30466e-02
  4 -0.00827 -5.95874e-02 |  5 -0.00703 -9.40603e-02 |  6 -0.00565 -1.50930e-01
  7 -0.00379 -1.69658e-01 |  8 -0.00185 -2.47426e-01 |  9  0.00068 -2.93350e-01
 10  0.00405 -2.63802e-01 | 11  0.00776 -2.61394e-01 | 12  0.01141 -3.68239e-01
 13  0.01426 -7.70225e-01 | 14  0.01536 -6.47051e-01 | 15  0.00517 -7.60338e-01
 16 -0.00712 -7.83143e-01 | 17 -0.00689 -2.92303e-01 | 18  0.00720 -7.26777e-01
 19  0.03472 -1.02959e-01 | 20  0.22679 -9.24039e+00 | 21  0.05129  5.84106e-01
 22  0.02596 -2.63668e-02 | 23 -0.00098 -4.34315e-01 | 24 -0.03088 -1.24435e+00
 25 -0.05658 -9.75342e-01 | 26 -0.08144 -7.72607e-01 | 27 -0.10292  2.19674e-01
 28 -0.12279  1.03451e+00 | 29 -0.14051  5.37235e-01 | 30 -0.15438 -4.93864e-01
 31 -0.15395  1.04622e+00 | 32 -0.11532  7.12889e-01 | 33 -0.00641  9.79725e-01
 34 -0.05083  1.52112e+00 | 35 -0.09034  5.20611e-01 | 36  0.01271 -4.84283e+00
 37 -0.07817 -8.33057e-01 | 38 -0.02403 -8.37007e+00 | 39 -0.06531  3.16946e-01
 40  0.01109 -4.93703e+00 | 41 -0.02112 -2.79005e+00 | 42 -0.02726  3.31386e+00
 43 -0.05645  9.44455e-01 | 44 -0.04769  3.58914e+00 | 45 -0.07345  4.95391e+00
 46 -0.07528  4.16498e+00 | 47 -0.37922 -4.25024e-01 | 48  0.10490  1.04632e+01
 49 -0.18661 -9.72409e-01 | 50 -0.19237 -7.84434e-01 | 51 -0.10097 -1.72860e+00
 52 -0.09806 -1.24919e+00 | 53 -0.02981 -1.50832e+00 | 54 -0.14789 -1.75412e+00
 55 -0.10493 -3.07938e+00 | 56  0.01235 -4.56061e+00 | 57 -0.03431 -2.88903e+00
 58 -0.07693 -1.45799e+00 | 59 -0.11234 -3.02815e+00 | 60  0.00061 -1.97146e+00
 61 -0.12773  1.81909e-01 | 62 -0.15923 -1.34004e+00 | 63 -0.05538 -2.02446e+00
 64 -0.11945  1.07953e-01 | 65 -0.12124 -1.78590e-01 | 66 -0.10861  5.08925e-01
 67  0.05327  8.11838e-01 | 68 -0.18643  4.80977e-01 | 69 -0.26863  2.54640e-01
 70 -0.22838  1.56207e-01 | 71 -0.13782  6.59798e-02 | 72 -0.06632  5.71530e-02
 73 -0.06497  6.28236e-02 | 74 -0.05885  8.99620e-02 | 75 -0.05844 -1.93959e-02
 76 -0.06158 -2.50355e-02 | 77 -0.54635  2.72596e+00 | 78 -0.09355 -2.33408e+00
 79 -0.45235 -4.32188e-01 | 80 -0.28086 -8.06652e-01 | 81 -0.05375 -7.77822e+00
 82 -0.93273 -2.95571e-02 | 83  0.77137 -7.06030e-01 | 84  0.93586  3.10385e-02
 85  1.82717  1.87639e+00 | 86 -0.98184 -1.06225e-01 | 87 -0.24323  1.24443e-02
 88 -10.30268 -1.80371e-03 |
88 variables; iteration 340; function evaluation 405; phase 3
Function value 4.8171153e+02; maximum gradient component mag 3.9160e+02
Var    Value     Gradient |Var    Value     Gradient |Var    Value     Gradient
  1  0.05634  3.91601e+02 |  2  0.00627  1.35604e-01 |  3  0.00740  1.77107e-01
  4 -0.00837  1.79867e-01 |  5 -0.00707  2.21314e-01 |  6 -0.00550  2.81307e-01
  7 -0.00367  3.46455e-01 |  8 -0.00147  4.33419e-01 |  9  0.00111  5.24439e-01
 10  0.00416  6.40366e-01 | 11  0.00778  8.10450e-01 | 12  0.01188  1.01677e+00
 13  0.01770  1.44197e+00 | 14  0.01805  1.70581e+00 | 15  0.00743  1.72311e+00
 16 -0.00565  1.70970e+00 | 17 -0.00826  1.87922e+00 | 18  0.00840  2.75783e+00
 19  0.03035  3.73832e+00 | 20  0.23402  1.16943e+01 | 21  0.03951  5.52717e+00
 22  0.01992  5.29441e+00 | 23 -0.00294  5.20767e+00 | 24 -0.02901  4.86185e+00
 25 -0.05526  4.58804e+00 | 26 -0.08010  4.41263e+00 | 27 -0.10325  4.39533e+00
 28 -0.12434  4.30776e+00 | 29 -0.14101  3.96251e+00 | 30 -0.15266  3.73798e+00
 31 -0.15532  3.75567e+00 | 32 -0.11537  5.65343e+00 | 33 -0.00555  1.49985e+01
 34 -0.05077  1.10687e+01 | 35 -0.09142  8.52961e+00 | 36  0.01476  2.02953e+01
 37 -0.08174  9.29523e+00 | 38 -0.02102  1.53819e+01 | 39 -0.06756  9.66817e+00
 40  0.01210  1.66590e+01 | 41 -0.02047  1.20080e+01 | 42 -0.02766  1.07911e+01
 43 -0.05523  7.13344e+00 | 44 -0.04733  7.18502e+00 | 45 -0.07346  4.41046e+00
 46 -0.07447  3.03456e+00 | 47 -0.37646  9.63239e-02 | 48  0.10483 -2.71060e+00
 49 -0.18076 -3.71179e-01 | 50 -0.19424 -7.50257e-01 | 51 -0.10101 -1.43252e+00
 52 -0.09650 -2.03315e+00 | 53 -0.03083 -3.92170e+00 | 54 -0.14635 -1.50289e+00
 55 -0.10231 -2.10054e+00 | 56  0.01116 -5.94272e+00 | 57 -0.03170 -3.53747e+00
 58 -0.08025 -2.85877e+00 | 59 -0.10739 -1.73928e+00 | 60  0.00006 -4.54500e+00
 61 -0.12857 -1.29394e+00 | 62 -0.15754 -9.85960e-01 | 63 -0.05439 -1.93985e+00
 64 -0.12061 -1.10376e+00 | 65 -0.12008 -8.46843e-01 | 66 -0.10905 -6.76797e-01
 67  0.05381 -2.15714e+00 | 68 -0.18677 -1.95475e-01 | 69 -0.26868 -6.29047e-02
 70 -0.22831 -7.18755e-02 | 71 -0.13751 -3.81557e-02 | 72 -0.06624 -1.34655e-02
 73 -0.06531 -3.48884e-03 | 74 -0.05928 -2.60225e-03 | 75 -0.05838  8.89163e-03
 76 -0.06151  9.95254e-03 | 77 -0.54566  8.57972e+00 | 78 -0.09346  8.48575e+00
 79 -0.44651 -9.60818e-01 | 80 -0.28449  1.41730e+00 | 81 -0.05301  7.54779e+00
 82 -0.97180 -6.99928e-02 | 83  0.74262 -1.67403e-01 | 84  0.96834  6.27755e-02
 85  1.82926  1.19458e+01 | 86 -0.98847 -1.68443e-01 | 87 -0.22296  2.10978e-02
 88 -9.86505  6.80807e-04 |
88 variables; iteration 360; function evaluation 425; phase 3
Function value 4.8167852e+02; maximum gradient component mag 4.3579e+02
Var    Value     Gradient |Var    Value     Gradient |Var    Value     Gradient
  1  0.05597  4.35786e+02 |  2  0.00623  1.43740e-01 |  3  0.00741  1.99195e-01
  4 -0.00843  1.87033e-01 |  5 -0.00714  2.30936e-01 |  6 -0.00557  2.96264e-01
  7 -0.00382  3.52625e-01 |  8 -0.00167  4.37998e-01 |  9  0.00087  5.36553e-01
 10  0.00400  6.86747e-01 | 11  0.00772  9.03095e-01 | 12  0.01147  1.07144e+00
 13  0.01725  1.53676e+00 | 14  0.01704  1.71067e+00 | 15  0.00713  1.84160e+00
 16 -0.00642  1.69005e+00 | 17 -0.00862  1.97736e+00 | 18  0.00970  3.31385e+00
 19  0.02940  3.94046e+00 | 20  0.23805  1.30277e+01 | 21  0.03924  5.94062e+00
 22  0.02280  6.31644e+00 | 23 -0.00297  5.53050e+00 | 24 -0.03003  4.78564e+00
 25 -0.05522  4.71421e+00 | 26 -0.08115  3.95193e+00 | 27 -0.10543  3.18650e+00
 28 -0.12824  1.98668e+00 | 29 -0.14120  3.13880e+00 | 30 -0.15220  3.11984e+00
 31 -0.15611  2.47000e+00 | 32 -0.11512  5.05272e+00 | 33 -0.00373  1.64646e+01
 34 -0.05071  1.09749e+01 | 35 -0.09074  8.77087e+00 | 36  0.01560  2.22222e+01
 37 -0.08159  9.88929e+00 | 38 -0.02016  1.65622e+01 | 39 -0.06708  9.28211e+00
 40  0.01276  1.82849e+01 | 41 -0.01870  1.34305e+01 | 42 -0.02870  9.14308e+00
 43 -0.05223  1.00660e+01 | 44 -0.04853  6.86506e+00 | 45 -0.07110  6.08630e+00
 46 -0.07478  3.23946e+00 | 47 -0.37489 -2.19387e-02 | 48  0.10605  6.81237e-01
 49 -0.18222  2.98197e-02 | 50 -0.18860  1.29467e-01 | 51 -0.10710 -1.12554e+00
 52 -0.08991 -8.98846e-01 | 53 -0.03197 -2.99173e+00 | 54 -0.14464 -1.36922e+00
 55 -0.10245 -1.56589e+00 | 56  0.01300 -2.78184e+00 | 57 -0.03238 -2.27276e+00
 58 -0.07868 -1.56521e+00 | 59 -0.10804 -1.33209e+00 | 60  0.00140 -2.80500e+00
 61 -0.12986 -1.66058e+00 | 62 -0.15647 -8.56024e-01 | 63 -0.05394 -2.06518e+00
 64 -0.11973 -1.02557e+00 | 65 -0.11975 -9.52037e-01 | 66 -0.10806 -8.78432e-01
 67  0.05475 -3.31230e+00 | 68 -0.18701 -3.55609e-01 | 69 -0.26863 -1.43065e-01
 70 -0.22854 -1.13197e-01 | 71 -0.13764 -9.10117e-02 | 72 -0.06544  6.04475e-03
 73 -0.06503 -9.00122e-03 | 74 -0.05903 -1.25020e-02 | 75 -0.05814  1.36753e-03
 76 -0.06128  2.00168e-03 | 77 -0.54465  5.18058e+00 | 78 -0.09319  9.55073e+00
 79 -0.43766 -4.81370e-01 | 80 -0.28327  1.89476e+00 | 81 -0.05224  1.21214e+01
 82 -0.96141 -5.14224e-02 | 83  0.76597 -1.25727e-01 | 84  0.96676  5.98224e-02
 85  1.82739  1.02937e+01 | 86 -0.97300 -6.92674e-02 | 87 -0.30827  1.49337e-03
 88 -10.52513 -3.43147e-03 |
88 variables; iteration 380; function evaluation 445; phase 3
Function value 4.8162007e+02; maximum gradient component mag 4.5188e+02
Var    Value     Gradient |Var    Value     Gradient |Var    Value     Gradient
  1  0.05520  4.51879e+02 |  2  0.00609  2.02272e-02 |  3  0.00710  1.52944e-02
  4 -0.00858  3.12309e-02 |  5 -0.00729  4.49998e-02 |  6 -0.00549  1.28237e-01
  7 -0.00330  2.39352e-01 |  8 -0.00125  2.51271e-01 |  9  0.00013  4.01714e-02
 10  0.00158 -2.25429e-01 | 11  0.00652  1.75725e-01 | 12  0.00998  2.07173e-01
 13  0.01481  3.92011e-01 | 14  0.01380  2.64787e-01 | 15  0.00726  8.71705e-01
 16 -0.01057 -3.81275e-01 | 17 -0.00710  1.04420e+00 | 18  0.00391  4.05328e-01
 19  0.03235  2.04308e+00 | 20  0.25041 -2.83337e+00 | 21  0.02948  7.98467e-01
 22  0.01685  1.35018e+00 | 23 -0.00517  1.16021e+00 | 24 -0.03182  4.45900e-01
 25 -0.05894 -3.51890e-01 | 26 -0.08396 -9.94367e-01 | 27 -0.10630 -1.17716e+00
 28 -0.12367 -1.25557e-01 | 29 -0.14100 -1.05673e+00 | 30 -0.15110 -7.23369e-01
 31 -0.15499 -1.51235e+00 | 32 -0.11172  9.45803e-02 | 33 -0.00395  1.82673e+00
 34 -0.04750  7.09195e+00 | 35 -0.08845  7.13020e+00 | 36  0.01626  1.36171e+01
 37 -0.07911  7.66732e+00 | 38 -0.01924  1.65311e+01 | 39 -0.06390  1.30282e+01
 40  0.01312  2.08412e+01 | 41 -0.01618  2.27686e+01 | 42 -0.02756  1.94369e+01
 43 -0.05090  1.80127e+01 | 44 -0.04670  1.53033e+01 | 45 -0.07002  1.11878e+01
 46 -0.07304  7.91519e+00 | 47 -0.37327  2.64562e-01 | 48  0.10748  1.24788e+01
 49 -0.17887  2.10378e+00 | 50 -0.19116  1.71023e+00 | 51 -0.10264  3.19011e+00
 52 -0.09108  2.15269e+00 | 53 -0.03090  1.62649e+00 | 54 -0.14116  2.35928e+00
 55 -0.10086  3.05486e+00 | 56  0.01448  5.16617e+00 | 57 -0.03211  1.92013e+00
 58 -0.07571  2.22800e+00 | 59 -0.10753  7.82849e-01 | 60  0.00277  1.04555e+00
 61 -0.12852 -4.70480e-01 | 62 -0.15640 -3.01763e-01 | 63 -0.05207  8.52987e-01
 64 -0.11811  5.48667e-01 | 65 -0.11898 -1.70757e-01 | 66 -0.10742  2.10091e-01
 67  0.05659  2.57096e+00 | 68 -0.18689 -9.68478e-02 | 69 -0.26863 -5.50233e-01
 70 -0.22801 -2.97283e-01 | 71 -0.13667 -1.62270e-01 | 72 -0.06409  6.50077e-02
 73 -0.06431  9.51630e-02 | 74 -0.05930 -1.51557e-01 | 75 -0.05805 -4.85431e-02
 76 -0.06121 -4.50647e-02 | 77 -0.54194  1.25512e+01 | 78 -0.09333  1.39700e+01
 79 -0.42076 -1.57492e+00 | 80 -0.28563  9.32502e-01 | 81 -0.05134  2.98628e+00
 82 -0.98757 -1.50998e-01 | 83  0.76056 -2.35536e-01 | 84  0.95633  4.55948e-02
 85  1.82806  1.12221e+01 | 86 -0.95432 -3.59808e-02 | 87 -0.44359 -2.43575e-03
 88 -10.82940 -1.14398e-02 |
88 variables; iteration 400; function evaluation 465; phase 3
Function value 4.8140347e+02; maximum gradient component mag 2.4729e+02
Var    Value     Gradient |Var    Value     Gradient |Var    Value     Gradient
  1  0.05306  2.47295e+02 |  2  0.00562  8.88493e-02 |  3  0.00658  1.06397e-01
  4 -0.00916  1.16557e-01 |  5 -0.00800  1.44817e-01 |  6 -0.00661  1.88249e-01
  7 -0.00505  2.26258e-01 |  8 -0.00325  2.67319e-01 |  9 -0.00119  3.08688e-01
 10  0.00099  3.24490e-01 | 11  0.00373  4.33608e-01 | 12  0.00637  5.15924e-01
 13  0.00935  6.32991e-01 | 14  0.00901  7.74223e-01 | 15  0.00090  8.70929e-01
 16 -0.01058  7.73196e-01 | 17 -0.01262  1.07033e+00 | 18 -0.00194  1.05661e+00
 19  0.01650  1.96755e+00 | 20  0.27590  9.07904e+00 | 21  0.02041  2.86176e+00
 22  0.00699  3.10025e+00 | 23 -0.01341  2.73063e+00 | 24 -0.03542  2.62249e+00
 25 -0.05951  2.18013e+00 | 26 -0.08262  1.56921e+00 | 27 -0.10380  1.29166e+00
 28 -0.12192  1.63529e+00 | 29 -0.13696  1.44953e+00 | 30 -0.14694  1.69151e+00
 31 -0.14893  1.85743e+00 | 32 -0.10915  3.02963e+00 | 33  0.00167  7.77919e+00
 34 -0.04385  6.21758e+00 | 35 -0.08619  4.61076e+00 | 36  0.02137  1.21619e+01
 37 -0.07667  5.42855e+00 | 38 -0.01449  9.93151e+00 | 39 -0.06145  5.88655e+00
 40  0.01915  1.09556e+01 | 41 -0.01378  8.07004e+00 | 42 -0.02135  6.74406e+00
 43 -0.04859  4.75307e+00 | 44 -0.04164  5.04118e+00 | 45 -0.06585  3.60100e+00
 46 -0.06926  2.65380e+00 | 47 -0.36626  4.90747e-01 | 48  0.11254  3.92382e+00
 49 -0.17828  5.57367e-01 | 50 -0.18638  5.18733e-01 | 51 -0.09836  5.04414e-01
 52 -0.09038  1.68775e-01 | 53 -0.02319  3.80219e-01 | 54 -0.14158 -6.36953e-01
 55 -0.09648 -6.26037e-01 | 56  0.01867 -2.65910e+00 | 57 -0.02581 -2.18806e+00
 58 -0.07471 -2.16441e+00 | 59 -0.10232 -1.51321e+00 | 60  0.00683 -3.45723e+00
 61 -0.12394 -1.00266e+00 | 62 -0.15209 -8.89965e-01 | 63 -0.04847 -1.89284e+00
 64 -0.11363 -5.57774e-01 | 65 -0.11435 -9.30768e-01 | 66 -0.10348 -1.21078e+00
 67  0.06125 -2.50855e+00 | 68 -0.18406 -4.97950e-01 | 69 -0.26438 -2.01479e-01
 70 -0.22444 -6.29120e-02 | 71 -0.13325 -1.00833e-01 | 72 -0.06085  6.61798e-02
 73 -0.06308 -3.19735e-03 | 74 -0.05732 -3.10369e-02 | 75 -0.05643 -1.10608e-02
 76 -0.05955 -9.34098e-03 | 77 -0.53503  6.06779e+00 | 78 -0.09433  5.56293e+00
 79 -0.38386 -9.93547e-01 | 80 -0.28390  6.22126e-01 | 81 -0.05052  2.09295e+00
 82 -0.95297 -4.22554e-02 | 83  0.86848  8.36612e-02 | 84  0.80325  9.83857e-03
 85  1.82144  6.59872e+00 | 86 -0.84032  2.95813e-02 | 87 -0.98162 -1.07062e-01
 88 -12.76365 -8.06864e-03 |
88 variables; iteration 420; function evaluation 486; phase 3
Function value 4.8136984e+02; maximum gradient component mag -2.0895e+01
Var    Value     Gradient |Var    Value     Gradient |Var    Value     Gradient
  1  0.05218 -2.08952e+01 |  2  0.00539  4.18474e-02 |  3  0.00629  4.41934e-02
  4 -0.00946  4.96703e-02 |  5 -0.00840  5.38924e-02 |  6 -0.00719  5.34734e-02
  7 -0.00574  6.64012e-02 |  8 -0.00399  9.72025e-02 |  9 -0.00215  9.50087e-02
 10  0.00015  1.45562e-01 | 11  0.00240  1.63899e-01 | 12  0.00482  2.24627e-01
 13  0.00686  1.91778e-01 | 14  0.00682  3.71361e-01 | 15 -0.00141  3.15237e-01
 16 -0.01224  2.30276e-01 | 17 -0.01422  5.03241e-01 | 18 -0.00216  8.42508e-01
 19  0.01246  9.84115e-01 | 20  0.28564  5.05595e+00 | 21  0.01643  1.78257e+00
 22  0.00090  1.41165e+00 | 23 -0.01721  1.35330e+00 | 24 -0.03851  1.24303e+00
 25 -0.06132  1.01865e+00 | 26 -0.08100  1.43063e+00 | 27 -0.10177  1.20103e+00
 28 -0.12109  9.01870e-01 | 29 -0.13542  8.95710e-01 | 30 -0.14574  8.60734e-01
 31 -0.14792  7.30993e-01 | 32 -0.10791  1.23305e+00 | 33  0.00388  3.51871e+00
 34 -0.04222  2.37415e+00 | 35 -0.08460  1.11172e+00 | 36  0.02315  2.14464e+00
 37 -0.07515  3.99907e-02 | 38 -0.01291  1.62245e-01 | 39 -0.05949 -7.44900e-01
 40  0.02093 -4.11256e+00 | 41 -0.01216 -3.89310e+00 | 42 -0.01927 -3.80902e+00
 43 -0.04724 -4.42735e+00 | 44 -0.03976 -3.88119e+00 | 45 -0.06410 -3.03621e+00
 46 -0.06756 -2.58901e+00 | 47 -0.36501 -3.14823e-01 | 48  0.11452 -1.09553e+01
 49 -0.17628 -8.31257e-01 | 50 -0.18501 -1.17984e+00 | 51 -0.09836 -2.84202e+00
 52 -0.08702 -2.97858e+00 | 53 -0.02240 -3.92660e+00 | 54 -0.13765 -1.06386e+00
 55 -0.09676 -1.36173e+00 | 56  0.02171 -9.55890e-01 | 57 -0.02591 -1.04583e+00
 58 -0.07169 -9.52852e-03 | 59 -0.10088  2.83967e-01 | 60  0.00859  5.05951e-01
 61 -0.12313  2.06606e-01 | 62 -0.15042  5.14423e-01 | 63 -0.04605  1.38649e+00
 64 -0.11360  4.45030e-01 | 65 -0.11215  1.16298e+00 | 66 -0.10092  1.26938e+00
 67  0.06286  3.07512e+00 | 68 -0.18190  6.44486e-01 | 69 -0.26270  2.69689e-01
 70 -0.22338  1.26589e-01 | 71 -0.13186  7.89679e-02 | 72 -0.05968  4.98926e-02
 73 -0.06251 -4.43287e-03 | 74 -0.05663  7.29265e-03 | 75 -0.05585  1.77073e-03
 76 -0.05894  7.59848e-03 | 77 -0.53221 -1.92348e+00 | 78 -0.09480 -1.40834e+00
 79 -0.36992  3.52345e-01 | 80 -0.28390  7.95700e-01 | 81 -0.04997  3.79954e+00
 82 -0.94984 -3.96315e-02 | 83  0.89375 -6.20672e-02 | 84  0.75347  7.70233e-03
 85  1.82044  4.10082e-01 | 86 -0.80292  3.94126e-01 | 87 -0.93255 -2.95068e-02
 88 -11.98045 -2.22036e-04 |
88 variables; iteration 440; function evaluation 506; phase 3
Function value 4.8135212e+02; maximum gradient component mag -6.5454e+01
Var    Value     Gradient |Var    Value     Gradient |Var    Value     Gradient
  1  0.05138 -6.54543e+01 |  2  0.00521 -2.17566e-02 |  3  0.00610 -2.73856e-02
  4 -0.00967 -2.90996e-02 |  5 -0.00862 -3.60163e-02 |  6 -0.00742 -4.43960e-02
  7 -0.00601 -5.20531e-02 |  8 -0.00440 -6.38213e-02 |  9 -0.00254 -7.48537e-02
 10 -0.00048 -8.79637e-02 | 11  0.00165 -1.06070e-01 | 12  0.00373 -1.25652e-01
 13  0.00585 -1.52057e-01 | 14  0.00506 -1.71400e-01 | 15 -0.00250 -2.00106e-01
 16 -0.01256 -2.20291e-01 | 17 -0.01549 -2.41245e-01 | 18 -0.00504 -2.96883e-01
 19  0.00853 -4.26152e-01 | 20  0.29432 -3.32131e+00 | 21  0.00896 -6.05498e-01
 22 -0.00350 -6.14553e-01 | 23 -0.02040 -6.24578e-01 | 24 -0.04045 -5.94771e-01
 25 -0.06194 -5.65624e-01 | 26 -0.08206 -5.26549e-01 | 27 -0.10169 -5.04708e-01
 28 -0.11989 -4.54515e-01 | 29 -0.13403 -4.56693e-01 | 30 -0.14420 -4.64774e-01
 31 -0.14606 -5.17913e-01 | 32 -0.10649 -8.53864e-01 | 33  0.00566 -2.22187e+00
 34 -0.04082 -1.73115e+00 | 35 -0.08273 -1.32035e+00 | 36  0.02452 -3.16969e+00
 37 -0.07326 -1.44972e+00 | 38 -0.01151 -2.43562e+00 | 39 -0.05802 -1.65478e+00
 40  0.02258 -2.81430e+00 | 41 -0.01044 -2.13220e+00 | 42 -0.01811 -1.97562e+00
 43 -0.04512 -1.40867e+00 | 44 -0.03870 -1.35837e+00 | 45 -0.06209 -8.57245e-01
 46 -0.06637 -5.73117e-01 | 47 -0.36288 -3.32344e-02 | 48  0.11641  4.14165e-01
 49 -0.17652  6.96263e-02 | 50 -0.18341  8.01346e-02 | 51 -0.09706  1.74131e-01
 52 -0.08547  2.23807e-01 | 53 -0.02079  3.95915e-01 | 54 -0.13667  1.59157e-01
 55 -0.09402  2.31398e-01 | 56  0.02249  5.35208e-01 | 57 -0.02308  4.02224e-01
 58 -0.07114  2.54116e-01 | 59 -0.09984  1.86173e-01 | 60  0.01032  4.75638e-01
 61 -0.12175  1.85006e-01 | 62 -0.14926  1.52281e-01 | 63 -0.04482  2.94920e-01
 64 -0.11125  1.75125e-01 | 65 -0.11115  1.56168e-01 | 66 -0.09985  1.15136e-01
 67  0.06476  4.32690e-01 | 68 -0.18163  5.43237e-02 | 69 -0.26175  2.70761e-02
 70 -0.22232  2.07065e-02 | 71 -0.13066  1.26954e-02 | 72 -0.05862  4.64286e-03
 73 -0.06199 -1.27325e-04 | 74 -0.05619  1.79121e-03 | 75 -0.05541 -4.02857e-04
 76 -0.05853 -4.29174e-04 | 77 -0.52965 -1.19109e+00 | 78 -0.09497 -1.40141e+00
 79 -0.35862  2.05842e-01 | 80 -0.28580  2.55051e-01 | 81 -0.04922 -1.35819e+00
 82 -0.97457 -7.74065e-02 | 83  0.89390 -1.57243e-01 | 84  0.72955  6.94444e-03
 85  1.82047 -1.77236e+00 | 86 -0.81697  1.04762e-01 | 87 -0.58927 -4.15811e-03
 88 -12.14659 -7.57863e-04 |
88 variables; iteration 460; function evaluation 528; phase 3
Function value 4.8134406e+02; maximum gradient component mag -1.5149e+02
Var    Value     Gradient |Var    Value     Gradient |Var    Value     Gradient
  1  0.05149 -1.51492e+02 |  2  0.00523 -5.63967e-02 |  3  0.00613 -6.77433e-02
  4 -0.00964 -7.34770e-02 |  5 -0.00859 -8.96997e-02 |  6 -0.00738 -1.08287e-01
  7 -0.00595 -1.25625e-01 |  8 -0.00433 -1.51640e-01 |  9 -0.00248 -1.87151e-01
 10 -0.00044 -2.28996e-01 | 11  0.00179 -2.55860e-01 | 12  0.00389 -3.09768e-01
 13  0.00611 -3.59928e-01 | 14  0.00521 -4.43028e-01 | 15 -0.00221 -4.62083e-01
 16 -0.01232 -5.02442e-01 | 17 -0.01528 -5.69463e-01 | 18 -0.00474 -7.09659e-01
 19  0.00915 -9.23434e-01 | 20  0.29303 -8.27765e+00 | 21  0.00987 -1.23770e+00
 22 -0.00281 -1.30509e+00 | 23 -0.01984 -1.32865e+00 | 24 -0.04017 -1.33437e+00
 25 -0.06169 -1.26783e+00 | 26 -0.08197 -1.22514e+00 | 27 -0.10168 -1.18559e+00
 28 -0.11995 -1.12929e+00 | 29 -0.13417 -1.14560e+00 | 30 -0.14431 -1.12198e+00
 31 -0.14622 -1.24538e+00 | 32 -0.10665 -2.03733e+00 | 33  0.00542 -5.67638e+00
 34 -0.04102 -4.23366e+00 | 35 -0.08296 -3.20595e+00 | 36  0.02425 -7.68786e+00
 37 -0.07344 -3.53655e+00 | 38 -0.01176 -5.67130e+00 | 39 -0.05816 -3.77804e+00
 40  0.02239 -6.81523e+00 | 41 -0.01062 -4.91930e+00 | 42 -0.01828 -4.34463e+00
 43 -0.04538 -3.21653e+00 | 44 -0.03888 -2.85804e+00 | 45 -0.06230 -1.82874e+00
 46 -0.06660 -1.12220e+00 | 47 -0.36295 -9.06788e-03 | 48  0.11621  8.76784e-01
 49 -0.17667  1.47367e-01 | 50 -0.18365  1.52127e-01 | 51 -0.09719  3.19759e-01
 52 -0.08566  4.21795e-01 | 53 -0.02095  8.77372e-01 | 54 -0.13686  3.69730e-01
 55 -0.09428  5.57328e-01 | 56  0.02235  1.53702e+00 | 57 -0.02335  1.08654e+00
 58 -0.07128  7.55100e-01 | 59 -0.09999  5.85999e-01 | 60  0.01012  1.44236e+00
 61 -0.12193  4.90748e-01 | 62 -0.14947  3.70611e-01 | 63 -0.04501  8.72258e-01
 64 -0.11144  4.82311e-01 | 65 -0.11138  4.20733e-01 | 66 -0.09995  3.99110e-01
 67  0.06454  1.24183e+00 | 68 -0.18173  1.57178e-01 | 69 -0.26191  5.59368e-02
 70 -0.22247  4.13137e-02 | 71 -0.13082  2.65908e-02 | 72 -0.05875  7.08130e-03
 73 -0.06201  1.26129e-03 | 74 -0.05623 -2.03705e-03 | 75 -0.05543 -6.77452e-04
 76 -0.05854 -4.64020e-04 | 77 -0.52948 -2.60429e+00 | 78 -0.09505 -2.86641e+00
 79 -0.35788  4.64846e-01 | 80 -0.28737 -1.81665e-02 | 81 -0.04911 -2.81319e+00
 82 -0.92474 -2.64055e-02 | 83  0.95672 -4.12650e-02 | 84  0.65784  5.27105e-03
 85  1.81898 -4.60354e+00 | 86 -0.86921  9.67772e-03 | 87 -0.28911  3.40386e-03
 88 -11.95505  1.36225e-04 |
88 variables; iteration 480; function evaluation 548; phase 3
