
Initial statistics: 75 variables; iteration 0; function evaluation 0; phase 1
Function value nan; maximum gradient component mag -1.1374e+07
 13 -0.14759 -3.49872e+01 | 14 -0.16772 -3.85376e+01 | 15 -0.18308 -4.10158e+01
 16 -0.19009 -4.17008e+01 | 17 -0.18029 -3.87970e+01 | 18 -0.13524 -2.79473e+01
 19 -0.05308 -5.62421e+00 | 20  0.10175  4.69552e+01 | 21  0.10517  6.27017e+01
 22  0.15812  1.19702e+02 | 23  0.22312  2.58985e+02 | 24  0.11004  1.88265e+02
 25  0.12770  3.31512e+02 | 26 -0.00499  1.75597e+02 | 27 -0.26077 -1.96993e+01
 28 -0.07509  1.90588e+02 | 29 -0.05904  2.78059e+02 | 30  0.00806  5.28430e+02
 31  0.13372  9.50775e+02 | 32 -0.04561 -1.67286e+01 | 33 -0.33078 -9.11569e+01
 34 -0.34233 -1.08295e+02 | 35  0.09683 -1.15442e+03 | 36 -0.32191 -8.10203e+01
 37  0.11675  4.20161e+02 | 38  0.05631  1.17587e+02 | 39 -0.25827 -1.39971e+00
 40  0.02401  6.23283e+02 | 41 -0.20792  4.13407e+01 | 42  0.00681  4.73182e+02
 43 -0.00583  5.19476e+02 | 44 -0.09902  3.22014e+02 | 45  0.01213  9.62796e+02
 46 -0.23314  3.97035e+01 | 47 -0.04846  1.65441e+02 | 48 -1.10957  2.54998e+01
 49 -0.03090 -8.18919e+01 | 50  0.05754 -4.89826e+02 | 51  0.13567 -1.09296e+03
 52 -0.03542 -1.92731e+02 | 53 -0.04994 -2.72128e+02 | 54 -0.00016 -3.00685e+02
 55  0.12761 -6.56532e+02 | 56 -0.34545 -7.67209e+01 | 57 -0.00349 -7.30021e+01
 58  0.15236  8.68179e-03 | 59  0.08875 -1.03420e+02 | 60 -0.52091 -7.74636e+01
 61 -0.00857 -4.50668e+01 | 62  0.17267  6.62432e+01 | 63 -0.20846 -7.03210e+01
 64 -0.00244 -4.20799e+02 | 65 -0.03458 -5.39257e+02 | 66 -0.17895 -1.91780e+02
 67 -0.02385 -2.20170e+02 | 68 -0.00529  2.64770e+01 | 69  0.18503  2.79516e+02
 70 -0.06134 -4.16228e+01 | 71 -1.63363  7.03909e+01 | 72  0.01751  8.46229e+01
 73 -0.03011  5.24792e+01 | 74 -0.08593 -1.65799e+01 | 75 -0.03846 -5.49382e+00
 76 -0.03841 -5.46611e+00 | 77 -0.74393 -6.55740e+02 | 78 -0.86172 -1.51374e-02
 79 -3.72679  7.51953e-02 | 80 -0.20594  1.95255e+02 | 81 -0.86181 -1.38012e-02
 82  0.23818 -1.47686e+01 | 83  1.56124  8.09136e-01 | 84  0.44858  2.67113e-03
 85  1.65950 -6.96439e-01 | 86  0.46878 -5.03732e+01 | 87 -0.70605 -6.31273e-03
 88 -0.07992  6.71732e+01 |
88 variables; iteration 80; function evaluation 126; phase 3
Function value 8.8116201e+02; maximum gradient component mag -1.4231e+03
Var    Value     Gradient |Var    Value     Gradient |Var    Value     Gradient
  1  0.06379  6.80099e+02 |  2  0.05710  1.26170e+01 |  3  0.03301  6.60662e+00
  4 -0.03794 -6.53990e+00 |  5 -0.05154 -1.00312e+01 |  6 -0.05670 -1.15691e+01
  7 -0.02604 -4.97773e+00 |  8 -0.03227 -6.92541e+00 |  9 -0.03774 -8.69542e+00
 10 -0.04993 -1.18899e+01 | 11 -0.04519 -1.14140e+01 | 12 -0.03842 -1.03014e+01
 13 -0.03838 -1.03122e+01 | 14 -0.04858 -1.20688e+01 | 15 -0.04489 -1.08522e+01
 16 -0.01863 -5.11236e+00 | 17 -0.00809 -2.70923e+00 | 18  0.03520  5.48708e+00
 19  0.07976  1.59465e+01 | 20  0.28092  4.69268e+01 | 21  0.21467  6.65387e+01
 22  0.21251  1.19267e+02 | 23  0.18725  1.79765e+02 | 24  0.13995  2.16320e+02
 25  0.07987  2.13746e+02 | 26 -0.14262  1.88226e+01 | 27 -0.09596  7.76507e+01
 28 -0.01825  2.18149e+02 | 29 -0.06103  1.52008e+02 | 30  0.06542  3.98493e+02
 31  0.18016  4.41075e+02 | 32  0.09385 -1.77867e+02 | 33 -0.50434 -8.24975e+01
 34 -0.40699 -9.21148e+01 | 35  0.14918 -1.42308e+03 | 36 -0.16162 -1.17933e+02
 37  0.15750 -2.40688e+02 | 38  0.07055 -2.58201e+02 | 39 -0.05024  2.12689e+02
 40  0.01089  3.42347e+02 | 41 -0.02463  3.12910e+02 | 42  0.03464  4.99490e+02
 43  0.00862  3.89824e+02 | 44 -0.00532  4.27584e+02 | 45  0.00373  4.92737e+02
 46 -0.08818  1.18956e+02 | 47 -0.03815 -1.90687e+01 | 48 -1.20393  4.59851e+01
 49 -0.00942 -1.33586e+02 | 50  0.07680 -2.42690e+02 | 51  0.21765 -5.78965e+02
 52 -0.03817 -6.92650e+00 | 53  0.07246 -9.35727e+01 | 54 -0.00289  1.04668e+01
 55  0.22085  2.19797e+02 | 56 -0.15562 -2.67518e+01 | 57 -0.03168  1.72495e+01
 58  0.22013  3.64191e+02 | 59  0.16377  7.92278e+01 | 60 -0.15390 -5.45809e+01
 61  0.02196 -9.00125e+01 | 62  0.20550 -8.64618e+01 | 63 -0.13334 -3.18782e+01
 64  0.14825 -2.18503e+02 | 65 -0.03419 -2.20719e+02 | 66 -0.14516 -1.45949e+02
 67  0.00627 -2.09087e+02 | 68  0.05356 -2.65030e+01 | 69  0.23326  2.29730e+00
 70  0.00801 -7.45639e+01 | 71 -2.03838  4.11022e+01 | 72 -0.00545  7.69491e+00
 73 -0.02165  2.07094e+01 | 74 -0.03986 -6.29347e+00 | 75 -0.05822 -1.10023e+01
 76 -0.05896 -1.11713e+01 | 77 -0.73027 -8.87383e+01 | 78 -0.64097 -1.97895e-02
 79 -1.26711  7.04242e-03 | 80 -0.24770  9.40616e+01 | 81 -0.64374 -4.65267e-03
 82  0.38185 -2.88456e+00 | 83  1.56772  2.31122e+00 | 84  0.47635  2.91652e-03
 85  1.63883 -2.21883e+00 | 86  0.65725 -2.16821e+01 | 87 -1.61841  1.99786e-03
 88 -0.09273  5.88135e+01 |
88 variables; iteration 100; function evaluation 154; phase 3
Function value 7.0072886e+02; maximum gradient component mag 1.2159e+03
Var    Value     Gradient |Var    Value     Gradient |Var    Value     Gradient
  1  0.06658  1.21585e+03 |  2 -0.07678 -1.92739e+01 |  3  0.02298  4.40403e+00
  4 -0.05393 -1.00940e+01 |  5  0.13677  3.27876e+01 |  6 -0.17645 -3.79118e+01
  7  0.15531  3.46893e+01 |  8 -0.00154  1.34450e+00 |  9 -0.00630 -3.37314e-01
 10  0.12275  2.41874e+01 | 11  0.17825  2.83257e+01 | 12 -0.10273 -2.33017e+01
 13 -0.10811 -2.42363e+01 | 14  0.04699  1.19730e+01 | 15  0.24926  5.74246e+01
 16 -0.15468 -3.31714e+01 | 17  0.10568  3.18520e+01 | 18  0.13790  4.09624e+01
 19  0.17583  7.27817e+01 | 20  0.16566  9.54080e+01 | 21  0.08921  8.24009e+01
 22  0.07043  1.11813e+02 | 23  0.09031  2.02906e+02 | 24  0.02915  1.81590e+02
 25 -0.07794  8.75841e+01 | 26 -0.19267  1.26192e+01 | 27 -0.28810 -2.79370e+01
 28 -0.08037  1.64850e+02 | 29 -0.07795  1.66189e+02 | 30  0.00849  2.91503e+02
 31  0.15331  3.11453e+02 | 32  0.06488 -2.39566e+02 | 33 -0.53937 -8.06665e+01
 34 -0.42246 -8.79375e+01 | 35  0.13852 -8.83085e+02 | 36 -0.09338 -1.01616e+02
 37  0.10185 -5.52026e+01 | 38  0.05376 -3.25329e+02 | 39 -0.15063  2.63660e+01
 40  0.00633  1.82474e+02 | 41 -0.17897  1.58016e+01 | 42  0.02879  3.38973e+02
 43 -0.05961  1.93353e+02 | 44 -0.00039  5.59339e+02 | 45 -0.01894  5.37307e+02
 46 -0.11810  9.72561e+01 | 47 -0.06524 -1.08705e+02 | 48 -1.54569  8.28956e+01
 49 -0.05534 -1.55906e+02 | 50  0.04179 -9.40615e+01 | 51  0.20198 -3.07682e+02
 52 -0.17705 -4.73102e+01 | 53 -0.04420 -1.40336e+02 | 54  0.04590 -7.80922e+01
 55  0.16702 -8.76065e+01 | 56 -0.20815 -5.72484e+01 | 57 -0.06534 -5.04992e+01
 58  0.17205  7.91135e+01 | 59  0.11826  1.77693e+01 | 60 -0.23825 -5.89236e+01
 61  0.07857 -6.28025e+01 | 62  0.13835 -1.37564e+00 | 63 -0.20724 -4.21753e+01
 64  0.11888 -1.66109e+01 | 65 -0.04715 -1.48131e+02 | 66 -0.21641 -9.63641e+01
 67  0.02864 -1.41779e+02 | 68 -0.02937  1.16786e+01 | 69  0.17032  2.35549e+02
 70  0.09713  6.72519e+01 | 71 -1.96450 -3.14403e+01 | 72 -0.10937 -8.09676e+00
 73 -0.03827  2.58389e+01 | 74 -0.05898 -1.05605e+01 | 75  0.04633  1.50130e+01
 76  0.05949  1.82168e+01 | 77 -0.70229 -7.95310e+01 | 78 -0.43385 -4.30993e-01
 79 -2.68928 -6.37221e-03 | 80 -0.25003  4.40803e+01 | 81 -0.58421 -1.72904e-02
 82  0.40707 -3.05547e+00 | 83  1.64985  4.47035e+00 | 84  0.64752  5.08192e-03
 85  1.63190 -2.87744e+00 | 86  0.63407 -2.05157e+02 | 87  0.39832  2.26989e-03
 88 -0.34099  6.95489e+01 |
88 variables; iteration 120; function evaluation 188; phase 3
Function value 3.7315791e+02; maximum gradient component mag -9.7486e+02
Var    Value     Gradient |Var    Value     Gradient |Var    Value     Gradient
  1  0.02780  8.32523e+01 |  2  0.00026  1.74560e+00 |  3  0.01066  4.91408e+00
  4 -0.08330 -1.50683e+01 |  5  0.02345  1.36392e+01 |  6 -0.04166 -3.38197e+00
  7  0.01928  1.46262e+01 |  8 -0.03235  9.28813e-01 |  9 -0.02647  3.91111e+00
 10 -0.01362  9.48652e+00 | 11  0.02344  2.43050e+01 | 12 -0.01601  1.20447e+01
 13 -0.11591 -1.73798e+01 | 14 -0.01022  2.13505e+01 | 15  0.42471  5.77499e+02
 16  0.01462  4.43261e+01 | 17 -0.02387  2.90939e+01 | 18 -0.22868 -4.14388e+01
 19 -0.19779 -3.26049e+01 | 20  0.01492  6.32952e+01 | 21 -0.03209  3.57254e+01
 22 -0.04202  3.08602e+01 | 23 -0.05298  2.53685e+01 | 24 -0.10248  2.41944e+00
 25 -0.12728 -8.06987e+00 | 26 -0.19155 -2.99904e+01 | 27 -0.23906 -4.30888e+01
 28 -0.14564 -1.85527e+01 | 29 -0.18001 -3.52811e+01 | 30 -0.07130 -6.40057e+01
 31  0.09229 -6.00908e+02 | 32 -0.02642 -3.88915e+02 | 33  0.07639 -9.74860e+02
 34 -0.34275 -9.11242e+01 | 35  0.10362 -6.60071e+02 | 36 -0.06020 -1.84102e+02
 37  0.03361 -1.09334e+02 | 38  0.08178 -2.68430e+02 | 39 -0.24492 -8.23047e+01
 40  0.08052  2.63921e+02 | 41 -0.30038 -6.32994e+01 | 42 -0.03783 -8.93772e+01
 43  0.05220  3.51472e+02 | 44  0.03949  6.82723e+02 | 45 -0.03307  2.17312e+02
 46 -0.16421 -1.53140e+01 | 47  0.00648  4.84312e+01 | 48 -1.94004  3.53200e+01
 49 -0.13521 -6.20372e+01 | 50  0.04695  1.23300e+02 | 51  0.16353  4.56764e+02
 52 -0.22794  7.58715e+00 | 53 -0.00856  1.31733e+02 | 54 -0.07467  6.76685e+01
 55  0.12817  3.25800e+02 | 56 -0.22028 -3.11371e+01 | 57 -0.10284  1.82262e+01
 58  0.13718  4.02847e+02 | 59  0.04612  1.95673e+02 | 60 -0.04570  7.37069e+01
 61  0.03366  1.88973e+02 | 62  0.09768  2.81796e+02 | 63 -0.18153 -2.30924e+01
 64  0.07278 -1.17756e+02 | 65 -0.09039 -1.95420e+02 | 66 -0.20394 -1.31547e+02
 67  0.01256 -2.73945e+02 | 68 -0.05464 -6.74519e+01 | 69  0.11204 -1.87611e+02
 70  0.04843 -1.40256e+02 | 71 -1.74764  5.02158e+01 | 72 -0.04568  3.51597e+01
 73 -0.06731  1.81177e+01 | 74 -0.02384 -5.34118e-01 | 75 -0.00921  2.64013e+00
 76  0.05090  1.74356e+01 | 77 -0.67457  3.74293e+01 | 78 -0.10391  2.38545e+02
 79 -5.96855  1.32556e-04 | 80 -0.21039  1.72923e+02 | 81 -0.59417  1.77310e-02
 82  0.44516  1.93337e-01 | 83  0.75179 -2.22393e+01 | 84  1.05464 -3.64499e-02
 85  1.84173 -1.51802e+02 | 86  0.61898 -1.33006e+02 | 87  6.48782  3.02973e-03
 88 -0.38259  3.15071e+01 |
88 variables; iteration 140; function evaluation 211; phase 3
Function value 2.1453724e+02; maximum gradient component mag 1.0197e+04
Var    Value     Gradient |Var    Value     Gradient |Var    Value     Gradient
  1  0.03862  1.01968e+04 |  2 -0.00809 -2.40143e+00 |  3  0.00591  9.58571e-01
  4 -0.00151  3.04455e+00 |  5 -0.01102  7.09766e-01 |  6 -0.00397  2.41195e+00
  7 -0.01193  4.97566e-01 |  8  0.00682  5.10186e+00 |  9 -0.01036  1.02596e+00
 10 -0.00210  3.16565e+00 | 11 -0.02269 -1.74726e+00 | 12  0.01712  6.21145e+00
 13  0.01277  5.08717e+00 | 14 -0.00394  3.15367e+00 | 15  0.33347  9.54579e+01
 16  0.00809  6.56539e+00 | 17 -0.01922 -1.64103e+00 | 18  0.03210  5.01534e+00
 19  0.00110  1.03983e+00 | 20 -0.24363 -5.18613e+01 | 21 -0.06666 -1.67608e+01
 22 -0.07641 -1.84410e+01 | 23 -0.12676 -2.84788e+01 | 24 -0.03589 -4.00138e+00
 25 -0.07537 -7.60911e+00 | 26 -0.07843  2.27047e+00 | 27 -0.09734  6.63016e+00
 28 -0.16186 -1.23781e+01 | 29 -0.07728  4.45142e+01 | 30 -0.14143  2.37025e+01
 31  0.01398  2.57546e+02 | 32  0.01432  2.62941e+02 | 33  0.06965  4.97551e+02
 34 -0.31596 -2.53870e+01 | 35  0.06210  6.56716e+02 | 36 -0.01990  2.47874e+02
 37 -0.03542  3.23156e+02 | 38  0.08714  7.89010e+02 | 39 -0.19500  7.30061e+01
 40  0.00167  5.30288e+02 | 41 -0.07357  2.48619e+02 | 42 -0.02214  3.99317e+02
 43  0.02994  7.05388e+02 | 44 -0.02548  4.50027e+02 | 45 -0.02486  3.98089e+02
 46 -0.05850  1.93476e+02 | 47 -0.06486  1.00176e+02 | 48 -1.95923 -1.41639e+01
 49 -0.13956 -9.68721e+01 | 50  0.00558 -6.16680e+01 | 51  0.13109 -3.05364e+02
 52 -0.17943  1.41389e+00 | 53  0.00956 -1.44215e+02 | 54 -0.16117 -6.84178e+01
 55  0.07683 -2.62360e+02 | 56 -0.09270 -7.12592e+01 | 57 -0.03497 -6.17753e+01
 58  0.07334 -1.39977e+02 | 59  0.00756 -1.25860e+02 | 60  0.01448 -9.07355e+01
 61 -0.01794 -1.36455e+01 | 62  0.05182 -3.25919e+01 | 63 -0.03532 -3.00601e+01
 64 -0.05360  4.87348e+01 | 65 -0.00790  8.23758e+01 | 66 -0.03321  1.19982e+01
 67 -0.12384  3.59890e+00 | 68 -0.05158  6.24936e+01 | 69  0.07513  1.23092e+02
 70  0.03581 -4.09908e+01 | 71 -1.89863 -2.17516e+01 | 72 -0.10020  3.69623e+01
 73 -0.12052  2.96759e+00 | 74 -0.02124  9.57419e-01 | 75 -0.02724 -1.20664e+00
 76 -0.02316 -1.91025e-01 | 77 -0.68615  7.42222e+01 | 78 -0.13505  2.46515e+02
 79 -5.67755  1.73641e-03 | 80 -0.26620  4.55591e+02 | 81 -1.09600  1.97410e-02
 82  0.62828 -1.51145e-01 | 83  0.86295  7.03111e+00 | 84  0.15727  7.94940e-04
 85  1.86363  2.09820e+02 | 86  0.66226 -2.34764e-03 | 87  7.95956 -3.58612e-02
 88 -0.40621 -1.45059e-03 |
88 variables; iteration 160; function evaluation 231; phase 3
Function value 1.4031805e+02; maximum gradient component mag 3.1543e+03
Var    Value     Gradient |Var    Value     Gradient |Var    Value     Gradient
  1  0.04565  3.15435e+03 |  2  0.00307  1.11143e+00 |  3 -0.00372 -4.87439e-01
  4 -0.01815 -5.11123e-02 |  5 -0.01951 -2.42692e-01 |  6 -0.01498  1.10269e+00
  7 -0.01637  1.02580e+00 |  8 -0.01830  9.02621e-01 |  9 -0.01682  1.77245e+00
 10 -0.02436  3.77335e-01 | 11 -0.01430  3.77679e+00 | 12 -0.02167  1.14973e+00
 13 -0.00081  7.77750e+00 | 14 -0.01990  5.30990e+00 | 15  0.21535  1.05644e+02
 16  0.01919  2.05169e+01 | 17  0.00447  1.53036e+01 | 18  0.05967  2.99088e+01
 19  0.00993  1.81809e+01 | 20 -0.03893  8.84067e-01 | 21 -0.02605  2.30555e+00
 22 -0.03172 -6.12640e-01 | 23 -0.09297 -1.72382e+01 | 24 -0.03259 -6.64685e-01
 25 -0.05906 -3.95097e+00 | 26 -0.06734  1.49836e+00 | 27 -0.07693  7.41817e+00
 28 -0.11176 -2.84765e+00 | 29 -0.11546 -3.51171e+00 | 30 -0.13585 -8.67298e+00
 31 -0.03240  4.65568e+01 | 32  0.00216  8.79178e+01 | 33  0.06538  2.07244e+02
 34 -0.15408  1.35439e+01 | 35 -0.00484  1.25042e+02 | 36  0.02419  9.54008e+01
 37 -0.07443  9.19313e+01 | 38  0.08224  3.41011e+02 | 39 -0.17494  5.21769e+01
 40 -0.01899  8.53630e+01 | 41 -0.04577  8.49073e+01 | 42 -0.03848  6.44191e+01
 43  0.00678  6.34912e+01 | 44 -0.02314  2.82392e+01 | 45 -0.03445  5.57100e+01
 46 -0.05029  6.58270e+01 | 47 -0.06035  9.38536e+01 | 48 -1.91455 -9.24910e+01
 49 -0.05263  2.18633e+02 | 50 -0.06616  7.46909e+01 | 51  0.11910  5.43241e+01
 52 -0.26055 -1.39536e+01 | 53  0.02131 -4.37304e+01 | 54 -0.13412 -2.99591e+01
 55  0.02161 -5.02785e+01 | 56 -0.00611 -8.52195e+00 | 57 -0.07053 -2.51761e+01
 58  0.02271 -6.31027e+01 | 59  0.02136 -3.20559e+01 | 60  0.02927 -1.03810e+01
 61 -0.05365 -3.96899e+01 | 62 -0.01186 -8.74269e+01 | 63  0.03839 -1.50378e+02
 64 -0.14915 -4.59822e+01 | 65 -0.05181 -2.59159e+01 | 66 -0.01436  9.29405e+00
 67 -0.13919  8.08962e+00 | 68 -0.05201  4.66572e+01 | 69 -0.02686  1.08473e+01
 70  0.08028 -1.15252e+02 | 71 -1.85371  2.43780e+01 | 72 -0.13054  3.68401e+00
 73 -0.08867  1.24641e+01 | 74 -0.02449  1.02041e+00 | 75 -0.02139  9.43351e-01
 76 -0.01916  1.45622e+00 | 77 -0.68452 -1.48258e+00 | 78 -0.15862 -2.97538e+00
 79 -5.93539  3.98010e-04 | 80 -0.37255  5.31431e+01 | 81 -1.34625  6.40732e-04
 82  0.72131  1.20269e-02 | 83  0.98088 -1.63600e-01 | 84  0.04207 -1.05598e+00
 85  1.83941  2.96106e+01 | 86  0.69668 -4.90670e+00 | 87  8.61820  4.59467e-03
 88 -0.24297  4.09048e+00 |
88 variables; iteration 180; function evaluation 252; phase 3
Function value 1.2783653e+02; maximum gradient component mag 5.8856e+03
Var    Value     Gradient |Var    Value     Gradient |Var    Value     Gradient
  1  0.04787  5.88562e+03 |  2  0.00129  2.68741e+00 |  3 -0.00305  2.07393e+00
  4 -0.01628  3.04683e+00 |  5 -0.01833  3.19464e+00 |  6 -0.01708  4.40345e+00
  7 -0.01939  4.77617e+00 |  8 -0.02059  5.65683e+00 |  9 -0.02016  7.25620e+00
 10 -0.02385  7.76559e+00 | 11 -0.02394  9.64271e+00 | 12 -0.01434  1.38168e+01
 13 -0.01563  1.63248e+01 | 14 -0.02407  1.78898e+01 | 15  0.14278  1.27592e+02
 16 -0.01391  3.00831e+01 | 17 -0.02311  2.85478e+01 | 18 -0.02253  3.11506e+01
 19 -0.04199  2.65765e+01 | 20 -0.03052  3.44708e+01 | 21 -0.01583  4.51198e+01
 22 -0.00255  5.61198e+01 | 23  0.00198  6.37962e+01 | 24 -0.00746  6.81092e+01
 25 -0.03230  6.22942e+01 | 26 -0.07773  4.47751e+01 | 27 -0.09810  4.41454e+01
 28 -0.10171  4.90817e+01 | 29 -0.09727  5.71964e+01 | 30 -0.09256  7.34429e+01
 31 -0.04077  1.35575e+02 | 32  0.00688  1.99878e+02 | 33  0.02894  2.20558e+02
 34 -0.07847  6.99192e+01 | 35 -0.04407  8.71271e+01 | 36  0.02734  1.22833e+02
 37 -0.09846  5.75436e+01 | 38  0.07311  1.88580e+02 | 39 -0.20966  1.22432e+01
 40 -0.00847  1.55741e+02 | 41 -0.06758  7.78762e+01 | 42 -0.03352  1.19605e+02
 43  0.00200  1.88748e+02 | 44 -0.02474  1.52382e+02 | 45 -0.03832  1.35093e+02
 46 -0.05179  1.02138e+02 | 47 -0.06471  1.03561e+02 | 48 -1.91706 -7.38715e+01
 49 -0.06526  7.31900e+01 | 50 -0.06567  4.04825e+01 | 51  0.10830  4.65285e+01
 52 -0.24698 -2.62707e+00 | 53 -0.00243 -1.36944e+01 | 54 -0.09701  3.79915e-02
 55  0.00082 -5.05677e+01 | 56 -0.02412 -3.09797e+01 | 57 -0.06254 -1.92383e+01
 58  0.00179 -4.99304e+01 | 59  0.02221 -1.46596e+01 | 60  0.00546  2.07622e+00
 61 -0.04793 -1.77889e+00 | 62 -0.02659 -6.78859e+00 | 63  0.03173 -1.16664e+01
 64 -0.15077 -1.99015e+01 | 65 -0.06379 -1.20383e+01 | 66 -0.02701 -2.22673e+01
 67 -0.13640 -1.62017e+01 | 68 -0.06899 -4.28167e+01 | 69 -0.04721 -5.51034e+01
 70  0.07266 -2.37887e+01 | 71 -1.85161  2.83772e+00 | 72 -0.14843 -6.83322e-01
 73 -0.11361 -7.97346e+00 | 74 -0.02843  5.42541e-01 | 75 -0.02602  3.49545e-01
 76 -0.02786 -1.43355e-01 | 77 -0.69093  2.34057e+01 | 78 -0.14955  5.66804e+01
 79 -6.20729  2.94285e-03 | 80 -0.36406  1.55723e+02 | 81 -0.86647 -1.41722e-02
 82  0.76665  1.65168e-03 | 83  1.00321 -4.16993e-01 | 84  0.11043  5.46484e-04
 85  1.85079  4.37480e+01 | 86  0.67350 -3.79312e-03 | 87  7.42001 -4.05086e-03
 88 -0.38366 -1.51004e-03 |
88 variables; iteration 200; function evaluation 274; phase 3
Function value 1.2312857e+02; maximum gradient component mag 2.0812e+03
Var    Value     Gradient |Var    Value     Gradient |Var    Value     Gradient
  1  0.04669  2.08116e+03 |  2 -0.00028  1.27949e+00 |  3 -0.00096  1.41843e+00
  4 -0.01754  1.39289e+00 |  5 -0.01607  2.19106e+00 |  6 -0.01721  2.39146e+00
  7 -0.01746  2.93082e+00 |  8 -0.01752  3.64837e+00 |  9 -0.01866  4.20026e+00
 10 -0.01869  5.19749e+00 | 11 -0.02225  5.28804e+00 | 12 -0.01367  7.80137e+00
 13 -0.01602  8.81350e+00 | 14 -0.02320  9.76787e+00 | 15  0.05771  4.58429e+01
 16 -0.01878  1.56014e+01 | 17 -0.01724  1.75352e+01 | 18  0.00182  2.56592e+01
 19 -0.01593  2.21994e+01 | 20 -0.02135  2.00440e+01 | 21 -0.00055  2.82544e+01
 22 -0.00253  2.70168e+01 | 23  0.00517  3.11564e+01 | 24 -0.00040  3.44331e+01
 25 -0.01938  3.57299e+01 | 26 -0.06426  2.64070e+01 | 27 -0.09192  2.29091e+01
 28 -0.10436  2.04315e+01 | 29 -0.10286  2.18467e+01 | 30 -0.08444  3.33995e+01
 31 -0.02875  5.28894e+01 | 32  0.01223  5.65983e+01 | 33  0.00495  4.51811e+01
 34 -0.03743  3.34818e+01 | 35 -0.06833  2.75186e+01 | 36  0.03572  5.84486e+01
 37 -0.11800  1.66394e+01 | 38  0.07558  8.21906e+01 | 39 -0.19489  9.16439e+00
 40 -0.01173  5.92882e+01 | 41 -0.05955  3.08979e+01 | 42 -0.03192  4.18123e+01
 43  0.00452  6.55342e+01 | 44 -0.02241  5.08189e+01 | 45 -0.03794  4.56348e+01
 46 -0.04622  3.82664e+01 | 47 -0.06427  1.71834e+01 | 48 -1.92060 -1.37304e+01
 49 -0.06403  1.15630e+01 | 50 -0.06248  8.99531e+00 | 51  0.10779 -2.26352e+00
 52 -0.24955 -1.82022e+00 | 53  0.00077 -1.79324e+01 | 54 -0.12694 -8.50809e+00
 55  0.01283 -1.68446e+01 | 56 -0.03212 -1.14298e+01 | 57 -0.07368 -1.89248e+00
 58  0.01733  4.87771e+00 | 59  0.01056 -1.31407e+01 | 60  0.00929 -1.06373e+01
 61 -0.05363 -8.12793e+00 | 62 -0.02093 -9.98069e+00 | 63  0.02433 -1.60887e+01
 64 -0.12163 -7.34543e+00 | 65 -0.08104 -1.37662e+01 | 66 -0.01597 -7.76221e+00
 67 -0.16021 -1.84306e+01 | 68 -0.06265 -1.15810e+01 | 69 -0.04030 -1.76645e+01
 70  0.06973 -1.16118e+01 | 71 -1.84713  5.08681e+00 | 72 -0.15822 -5.56958e+00
 73 -0.10305 -1.02880e+00 | 74 -0.03110  1.68378e-03 | 75 -0.02718  1.68916e-01
 76 -0.02749  5.42576e-02 | 77 -0.69992  9.67429e+00 | 78 -0.14159  2.83030e+01
 79 -5.98528  3.47796e-04 | 80 -0.35553  5.83740e+01 | 81 -0.49629  6.86738e-02
 82  0.76335  1.60943e-02 | 83  1.00285 -4.10566e-01 | 84  0.29348  1.56523e-03
 85  1.85195  1.16072e+01 | 86  0.64495  3.99566e-03 | 87  8.84753  1.28629e-02
 88 -0.58764 -4.15208e-03 |
88 variables; iteration 220; function evaluation 296; phase 3
Function value 1.2177252e+02; maximum gradient component mag -1.2249e+02
Var    Value     Gradient |Var    Value     Gradient |Var    Value     Gradient
  1  0.04637 -1.22486e+02 |  2 -0.00053  1.88601e-01 |  3 -0.00094  1.58000e-01
  4 -0.01711  1.28737e-01 |  5 -0.01699  2.54528e-01 |  6 -0.01733  2.90185e-01
  7 -0.01770  3.43360e-01 |  8 -0.01800  4.50884e-01 |  9 -0.01878  4.77807e-01
 10 -0.01926  6.14459e-01 | 11 -0.02027  6.52137e-01 | 12 -0.01506  1.00285e+00
 13 -0.01721  9.76650e-01 | 14 -0.02334  1.25307e+00 | 15 -0.00075  9.33239e+00
 16 -0.02298  2.42509e+00 | 17 -0.02376  1.90738e+00 | 18 -0.01657  2.15587e+00
 19 -0.02306  1.69453e+00 | 20 -0.01535  1.86937e+00 | 21 -0.00081  2.22772e+00
 22  0.01370  2.47985e+00 | 23  0.02687  2.89651e+00 | 24  0.01363  2.73268e+00
 25 -0.02892  1.78785e+00 | 26 -0.06643  2.21782e+00 | 27 -0.09585  9.81316e-01
 28 -0.10410  1.28653e+00 | 29 -0.10194  1.90960e+00 | 30 -0.09274  1.77461e+00
 31 -0.02253  5.20144e+00 | 32  0.01773 -3.40648e+00 | 33 -0.00953 -3.51590e+00
 34 -0.02121 -4.02677e+00 | 35 -0.08845 -1.46452e+01 | 36  0.03994 -1.34891e+01
 37 -0.12829 -8.51453e+00 | 38  0.07615 -2.20823e+01 | 39 -0.19017  4.51139e-01
 40 -0.01357 -4.95976e+00 | 41 -0.05588 -2.90186e+00 | 42 -0.03147 -4.05723e+00
 43  0.00509 -5.04163e+00 | 44 -0.02144 -1.76892e+00 | 45 -0.03723 -1.33130e+00
 46 -0.04616 -2.48097e+00 | 47 -0.06206 -3.60556e-02 | 48 -1.92040  2.14857e+00
 49 -0.06261 -1.19244e+00 | 50 -0.06254 -6.09324e+00 | 51  0.10750 -5.45159e+00
 52 -0.25218 -9.56189e-01 | 53  0.00017 -1.74902e+00 | 54 -0.12522 -3.20036e+00
